vehicle_type,manufacturer,year,model,battery_code,replacement_type,technology,description,image_link
Passenger & SUV,Suzuki,2020,Ignis 1.2 GLX Special Edition,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Jimny 1.3i 4x4,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Jimny 1.3i AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Jimny 1.5 4×4 GA MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Jimny 1.5 4×4 GLX AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,jimny 1.5 4×4 GLX MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Kizashi 2.4 slx,639,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 109 | SANS CCA Amps: 345 | EN CCA Amps: 295 | DIN CCA Amps: 522.5 | SAE CCA Amps: 550 | IEC CCA Amps: 485 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/639.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,S-Presso 1.0 GL MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,S-Presso 1.0 GL+ AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,S-Presso 1.0 GL+ MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,S-Presso 1.0 S-Edition AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,S-Presso 1.0 S-Edition MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.2 GA MT,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.2 GL AT,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.2 GL MT,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.2 GL Special Edition,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.2 RS,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift 1.4 GLS,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Swift Sport,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,SX4,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Vitara 1.4 Turbo GLX AT,638,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 109 | SANS CCA Amps: 345 | EN CCA Amps: 295 | DIN CCA Amps: 522.5 | SAE CCA Amps: 550 | IEC CCA Amps: 485 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/638.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Vitara 1.4 Turbo GLX MT,638,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 109 | SANS CCA Amps: 345 | EN CCA Amps: 295 | DIN CCA Amps: 522.5 | SAE CCA Amps: 550 | IEC CCA Amps: 485 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/638.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Vitara 1.4T GLX AT,638,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 109 | SANS CCA Amps: 345 | EN CCA Amps: 295 | DIN CCA Amps: 522.5 | SAE CCA Amps: 550 | IEC CCA Amps: 485 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/638.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2020,Vitara 1.6 GL+,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Alto,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Baleno 1.4 GLX,615,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/615.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Celerio 1.0 GA,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Celerio 1.0 GL,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Celerio 1.0 GL AT,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ciaz 1.5 GLX,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Dzire 1.2 GA MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Dzire 1.2 GL AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Dzire 1.2 GL MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ertiga 1.5 GA (MT),616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ertiga 1.5 GL (AT),616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ertiga 1.5 GL (MT),616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ertiga 1.5 GLX (AT),616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ertiga 1.5 GLX (MT),616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ignis 1.2 GL Special Edition,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Ignis 1.2 GLX Special Edition,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Jimny 1.3i 4x4,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Jimny 1.3i AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Jimny 1.5 4×4 GA MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Jimny 1.5 4×4 GLX AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,jimny 1.5 4×4 GLX MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,Kizashi 2.4 slx,639,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 109 | SANS CCA Amps: 345 | EN CCA Amps: 295 | DIN CCA Amps: 522.5 | SAE CCA Amps: 550 | IEC CCA Amps: 485 | Max length mm: 255 | Overall width mm: 175 | Overall height mm: 213,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/639.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,S-Presso 1.0 GL MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,S-Presso 1.0 GL+ AT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Suzuki,2021,S-Presso 1.0 GL+ MT,616,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 43 | Reserve Capacity Minutes: 60 | SANS CCA Amps: 230 | EN CCA Amps: 200 | DIN CCA Amps: 256.5 | SAE CCA Amps: 330 | IEC CCA Amps: 270 | Max length mm: 199 | Overall width mm: 131 | Overall height mm: 225,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/616.png&MaxImageWidth=400&MaxImageHeigth=400
